fold,target_mode,treatment,outcome,low_value,high_value,ate_aligned_dowhy,ate_sem_do,delta_aligned_minus_sem,abs_delta,sem_ks_stat,sem_ks_p,sem_effect_by_ate,sem_effect_by_ks,sem_effect_present,dowhy_error
1,sem_truth,sem_0,sem_1,-0.815172481649938,0.88199171128671,0.0,0.01869981047077479,-0.01869981047077479,0.01869981047077479,0.019,0.8633028038475316,False,False,False,
1,sem_truth,sem_0,sem_2,-0.815172481649938,0.88199171128671,0.0,0.04659934992037603,-0.04659934992037603,0.04659934992037603,0.03,0.329168071759936,False,False,False,
1,sem_truth,sem_0,sem_3,-0.815172481649938,0.88199171128671,0.0,-0.08808793719777944,0.08808793719777944,0.08808793719777944,0.047,0.024104011547371428,True,True,True,
1,sem_truth,sem_0,sem_4,-0.815172481649938,0.88199171128671,0.0,0.055167551567617934,-0.055167551567617934,0.055167551567617934,0.048,0.01993114378406638,True,True,True,
1,sem_truth,sem_0,sem_5,-0.815172481649938,0.88199171128671,-0.5786228841001793,-0.8308432434444266,0.25222035934424736,0.25222035934424736,0.3285,6.782025269686692e-96,True,True,True,
1,sem_truth,sem_0,sem_6,-0.815172481649938,0.88199171128671,-0.09709905359855521,-0.1440019569485338,0.046902903349978584,0.046902903349978584,0.073,4.670459719888181e-05,True,True,True,
1,sem_truth,sem_0,sem_7,-0.815172481649938,0.88199171128671,0.017164827001108746,0.02293588004699107,-0.005771053045882324,0.005771053045882324,0.0235,0.6388604192561329,False,False,False,
1,sem_truth,sem_0,sem_8,-0.815172481649938,0.88199171128671,0.00395278012436898,0.02214426125785261,-0.01819148113348363,0.01819148113348363,0.0275,0.43609338214006377,False,False,False,
1,sem_truth,sem_0,sem_9,-0.815172481649938,0.88199171128671,-0.4660459680973776,-0.4211144958114842,-0.04493147228589339,0.04493147228589339,0.1715,4.3015553793941945e-26,True,True,True,
1,sem_truth,sem_0,sem_10,-0.815172481649938,0.88199171128671,0.031133857342195027,-0.06289788870517785,0.09403174604737287,0.09403174604737287,0.0415,0.06383123566557118,True,False,False,
1,sem_truth,sem_0,sem_11,-0.815172481649938,0.88199171128671,0.09681684811461676,-0.005353268289280316,0.10217011640389707,0.10217011640389707,0.0185,0.8835917582147937,False,False,False,
1,sem_truth,sem_1,sem_0,-0.799957833230015,0.8962537423486072,0.0,-0.01702728912947769,0.01702728912947769,0.01702728912947769,0.019,0.8633028038475316,False,False,False,
1,sem_truth,sem_1,sem_2,-0.799957833230015,0.8962537423486072,0.0,-0.004068882574541291,0.004068882574541291,0.004068882574541291,0.0175,0.9194667579636621,False,False,False,
1,sem_truth,sem_1,sem_3,-0.799957833230015,0.8962537423486072,0.0,0.0015539226539792762,-0.0015539226539792762,0.0015539226539792762,0.0245,0.5858212770267918,False,False,False,
1,sem_truth,sem_1,sem_4,-0.799957833230015,0.8962537423486072,0.0,-0.008465931594985134,0.008465931594985134,0.008465931594985134,0.028,0.4132324404768168,False,False,False,
1,sem_truth,sem_1,sem_5,-0.799957833230015,0.8962537423486072,0.41042227909784346,0.44588176985511396,-0.035459490757270506,0.035459490757270506,0.1635,9.616174879009061e-24,True,True,True,
1,sem_truth,sem_1,sem_6,-0.799957833230015,0.8962537423486072,0.6606625224421696,0.6721501198904412,-0.011487597448271547,0.011487597448271547,0.2745,1.0517076083491154e-66,True,True,True,
1,sem_truth,sem_1,sem_7,-0.799957833230015,0.8962537423486072,-0.24720062998330783,-0.2667545047717076,0.01955387478839976,0.01955387478839976,0.0965,1.5919996522366633e-08,True,True,True,
1,sem_truth,sem_1,sem_8,-0.799957833230015,0.8962537423486072,-0.007833234998268424,-0.1467564362208044,0.13892320122253596,0.13892320122253596,0.054,0.005856338964770555,True,True,True,
1,sem_truth,sem_1,sem_9,-0.799957833230015,0.8962537423486072,-0.05707108107402743,-0.09998833805988117,0.04291725698585373,0.04291725698585373,0.057,0.003007189980865455,True,True,True,
1,sem_truth,sem_1,sem_10,-0.799957833230015,0.8962537423486072,-0.006624503576705236,-0.08083749625372676,0.07421299267702153,0.07421299267702153,0.0395,0.08825990831879754,True,False,False,
1,sem_truth,sem_1,sem_11,-0.799957833230015,0.8962537423486072,-0.030054617505821352,0.10577225511458449,-0.13582687262040585,0.13582687262040585,0.0535,0.00652148041369766,True,True,True,
1,sem_truth,sem_2,sem_0,-0.8531423240040295,0.8801351761751289,0.0,-0.02679894633964855,0.02679894633964855,0.02679894633964855,0.0335,0.2117398173490672,False,False,False,
1,sem_truth,sem_2,sem_1,-0.8531423240040295,0.8801351761751289,0.0,-0.007630899717534466,0.007630899717534466,0.007630899717534466,0.013,0.9958989781495828,False,False,False,
1,sem_truth,sem_2,sem_3,-0.8531423240040295,0.8801351761751289,0.0,0.01913916828013162,-0.01913916828013162,0.01913916828013162,0.0315,0.274233348575873,False,False,False,
1,sem_truth,sem_2,sem_4,-0.8531423240040295,0.8801351761751289,0.0,0.037035417216021,-0.037035417216021,0.037035417216021,0.039,0.0954673206906231,False,False,False,
1,sem_truth,sem_2,sem_5,-0.8531423240040295,0.8801351761751289,0.0,-0.03555366504922004,0.03555366504922004,0.03555366504922004,0.026,0.5085995252205004,False,False,False,
